organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url,org_url
Carlton Senior Living,9,Carlton_Senior_Living.png,owner,,Carlton Senior Living,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Carlton_Senior_Living.png,,,,,,https://www.carltonseniorliving.com
Club Quarters,9,Club_Quarters.png,tenant,,Club Quarters,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Club_Quarters.png,,,,,,https://www.clubquartershotels.com
Fire Department Of The City Of New York (FDNY),0,Fire_Department_Of_The_City_Of_New_York_FDNY.png,tenant,,FDNY,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fire_Department_Of_The_City_Of_New_York_FDNY.png,Big Apple|FDNY|fdny|Gotham|Manhattan|New York|New York City|NY|NY City|NYC|The City,,,,,https://www.nyc.gov/fdny
Northwestern University,6,Northwestern_University.png,owner/occupier,,Northwestern University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northwestern_University.png,Evanston|northwestern|Northwestern|nu|NU|Wildcats,,,,,https://www.northwestern.edu
Dublin Unified School District,9,Dublin_Unified_School_District.png,owner,,Dublin Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dublin_Unified_School_District.png,Dublin Schools|dublin schools|dublin usd,,,,,https://www.dublinusd.org
Yeshiva University,9,Yeshiva_University.png,owner/occupier,,Yeshiva University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yeshiva_University.png,yu,,,,,https://www.yu.edu
Triumph Hotels,9,Triumph_Hotels.png,tenant,,Triumph Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Triumph_Hotels.png,,,,,,https://www.triumphhotels.com
Invesco,10,Invesco.png,owner/operator,,Invesco Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Invesco.png,invesco investment|Invesco Investment,,,,,https://www.invesco.com
University Of Portland,9,University_Of_Portland.png,owner,,U of Portland,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_Of_Portland.png,Pilots|Portland|U of Portland|u of portland|up|UP,,,,,https://www.up.edu
Emblem Health,9,Emblem_Health.png,tenant,,EmblemHealth,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Emblem_Health.png,emblemhealth|EmblemHealth,,,,,https://www.emblemhealth.com
Kg Investment Properties,9,Kg_Investment_Properties.png,property manager,,KG Investment Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kg_Investment_Properties.png,,,,,,https://kgip.com
Cornell University,4,Cornell_University.png,tenant,,Cornell University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cornell_University.png,Big Red|cornell|Cornell|cu|Ithaca,,,,,https://www.cornell.edu
Davis Joint Unified School District,9,Davis_Joint_Unified_School_District.png,owner,,Davis Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Davis_Joint_Unified_School_District.png,davis joint schools|davis joint usd|Davis Schools|davis schools,,,,,https://www.djusd.net
Chetrit Group,10,Chetrit_Group.png,owner,,Chetrit Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chetrit_Group.png,,,,,,https://www.chetrit.com
Garden Grove Unified School District,9,Garden_Grove_Unified_School_District.png,owner,,Garden Grove Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Garden_Grove_Unified_School_District.png,garden grove schools|Garden Grove Schools|garden grove usd,,,,,https://www.ggusd.us
Whole Foods,8,Whole_Foods.png,owner/occupier,,Whole Foods,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Whole_Foods.png,,,,,,https://www.wholefoodsmarket.com
Planet Fitness,0,Planet_Fitness.png,tenant,,Planet Fitness,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Planet_Fitness.png,,,,,,https://www.planetfitness.com
Living Spaces,8,Living_Spaces.png,tenant,,Living Spaces,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Living_Spaces.png,,,,,,https://www.livingspaces.com
Valencia College,9,Valencia_College.png,owner,,Valencia College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Valencia_College.png,,,,,,https://valenciacollege.edu
Seattle Central College,9,Seattle_Central_College.png,owner,,Seattle Central,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Seattle_Central_College.png,seattle central|Seattle Central,,,,,https://seattlecentral.edu
CommonWealth Partners,11,CommonWealth_Partners.png,owner,,CommonWealth Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CommonWealth_Partners.png,commonwealth|CommonWealth,,,,,https://www.commonwealth-partners.com
City Of Atlanta,5,City_Of_Atlanta.png,owner,,Atlanta City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Atlanta.png,A-Town|ATL|atlanta|Atlanta|Hotlanta|The A,,,,,https://www.atlantaga.gov
Sonesta International Hotels,44,Sonesta_International_Hotels.png,tenant,,Sonesta Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sonesta_International_Hotels.png,Sonesta|Sonesta Hotels|sonesta hotels,,,,,https://www.sonesta.com
PNC Bank,4,PNC_Bank.png,tenant,,PNC Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/PNC_Bank.png,,,,,,https://www.pnc.com
Kew Mgmt,7,Kew_Mgmt.png,owner/operator,,Kew Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kew_Mgmt.png,,,,,,https://kewmanagement.com
Trinity Church,12,Trinity_Church.png,owner,,Trinity Church,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Trinity_Church.png,,,,,,https://www.trinitywallstreet.org
Petsmart,0,Petsmart.png,tenant,,PetSmart,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Petsmart.png,,,,,,https://www.petsmart.com
Simmons University,9,Simmons_University.png,owner/occupier,,Simmons University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Simmons_University.png,Simmons|simmons|su,,,,,https://www.simmons.edu
Synergy Investments,8,Synergy_Investments.png,property manager,,Synergy Investments,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Synergy_Investments.png,,,,,,https://synergyboston.com
Brickman,8,Brickman.png,owner,,Brickman Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brickman.png,brickman real estate|Brickman Real Estate,,,,,http://www.brickmanre.com/
Northwood Investors,8,Northwood_Investors.png,owner/operator,,Northwood Investors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northwood_Investors.png,,,,,,https://northwoodinvestors.com
Adobe,8,Adobe.png,owner/occupier,,Adobe,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Adobe.png,ADBE|Adobe|Creative Cloud|Photoshop,,,,,https://www.adobe.com
Kings County,4,Kings_County.png,owner,,Kings County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kings_County.png,kings,,,,,https://www.countyofkings.com
Lsl Advisors,10,Lsl_Advisors.png,property manager,,LSL Advisors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lsl_Advisors.png,,,,,,https://www.lsladvisors.com
American National Red Cross,7,American_National_Red_Cross.png,owner,,American Red Cross,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_National_Red_Cross.png,american red cross|American Red Cross,,,,,https://www.redcross.org
Savitt Partners,9,Savitt_Partners.png,property manager,,Savitt Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Savitt_Partners.png,,,,,,https://www.savittpartners.com
EPR Properties,8,EPR_Properties.png,owner/operator,,EPR Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/EPR_Properties.png,,,,,,https://www.eprproperties.com
Stockton Unified School District,8,Stockton_Unified_School_District.png,owner,,Stockton Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stockton_Unified_School_District.png,stockton schools|Stockton Schools|stockton usd,,,,,https://www.stocktonusd.net
Hospital For Special Surgery,6,Hospital_For_Special_Surgery.png,tenant,,Hospital Special Surgery,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hospital_For_Special_Surgery.png,hospital special surgery|Hospital Special Surgery,,,,,https://www.hss.edu
King-Chavez Academy Of Excellence District,8,King_Chavez_Academy_Of_Excellence_District.png,owner,,King-Chavez Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/King_Chavez_Academy_Of_Excellence_District.png,king-chavez academy|King-Chavez Academy,,,,,https://excellence.kingchavez.org
Santee School District,8,Santee_School_District.png,owner,,Santee Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Santee_School_District.png,Santee Schools|santee schools,,,,,https://www.santeesd.net
Abramson Brothers,11,Abramson_Brothers.png,property manager,,Abramson Brothers,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Abramson_Brothers.png,,,,,,https://abramsonbrothers.com
Oxford Preparatory Academy,8,Oxford_Preparatory_Academy.png,owner,,Oxford Prep,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Oxford_Preparatory_Academy.png,Oxford Prep|oxford prep,,,,,https://www.opaschools.org
Montefiore Medical Center,8,Montefiore_Medical_Center.png,owner/occupier,,Montefiore Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Montefiore_Medical_Center.png,Montefiore Hospital|montefiore hospital,,,,,https://www.montefiore.org
Rockwood Capital,8,Rockwood_Capital.png,owner/operator,,Rockwood Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rockwood_Capital.png,,,,,,https://www.rockwoodcap.com
Keiller Leadership Academy District,8,Keiller_Leadership_Academy_District.png,owner,,Keiller Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Keiller_Leadership_Academy_District.png,keiller academy|Keiller Academy,,,,,https://www.mykla.org
Industrious,0,Industrious.png,tenant,,Industrious Coworking,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Industrious.png,Industrious Coworking|industrious coworking,,,,,https://www.industriousoffice.com
Greenfield Union School District,8,Greenfield_Union_School_District.png,owner,,Greenfield Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Greenfield_Union_School_District.png,Greenfield Schools|greenfield schools,,,,,https://www.greenfield.k12.ca.us
Uci Health,8,Uci_Health.png,owner,,UCI Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Uci_Health.png,,,,,,https://www.ucihealth.org
Mehra Properties Inc.,6,Mehra_Properties_Inc.png,property manager,,Mehra Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mehra_Properties_Inc.png,Mehra Properties|mehra properties,,,,,https://mehraproperties.com
Kern County,7,Kern_County.png,owner,,Kern County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kern_County.png,kern,,,,,https://www.kerncounty.com
United Talmudical Academy (New York),9,United_Talmudical_Academy_New_York.png,tenant,,United Talmudical,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/United_Talmudical_Academy_New_York.png,United Talmudical|united talmudical,,,,,https://talmudicalacademy.org/
Accor,8,Accor.png,tenant,,Accor Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Accor.png,accor hotels|Accor Hotels,,,,,https://group.accor.com
Health Sciences Middle District,8,Health_Sciences_Middle_District.png,owner,,Health Sciences Middle,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Health_Sciences_Middle_District.png,Health Sciences Middle|health sciences middle,,,,,https://hshmc.org
Braemar Hotels & Resorts,8,Braemar_Hotels_Resorts.png,owner/operator,,Braemar Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Braemar_Hotels_Resorts.png,braemar hotels|Braemar Hotels,,,,,https://www.bhrreit.com
Friendship Public Charter School (Washington),8,Friendship_Public_Charter_School_Washington.png,tenant,,Friendship Charter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Friendship_Public_Charter_School_Washington.png,Friendship Charter|friendship charter,,,,,https://www.friendshipschools.org
Triangle Assets,8,Triangle_Assets.png,property manager,,Triangle Assets,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Triangle_Assets.png,,,,,,
Raley's,7,Raley_s.png,tenant,,Raley's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Raley_s.png,,,,,,https://www.raleys.com
Gelb Enterprises,7,Gelb_Enterprises.png,owner,,Gelb Enterprises,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Gelb_Enterprises.png,,,,,,https://www.gelbgroup.net
TA Realty,13,TA_Realty.png,owner/operator,,TA Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/TA_Realty.png,,,,,,https://www.tarealty.com
Loews Hotels,9,Loews_Hotels.png,tenant,,Loews Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Loews_Hotels.png,,,,,,https://www.loewshotels.com
ATCO,6,ATCO.png,owner/operator,,ATCO Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ATCO.png,,,,,,https://www.atco.com
7-Eleven,0,7_Eleven.png,tenant,,7-Eleven,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/7_Eleven.png,,,,,,https://www.7-eleven.com
Pratt Institute,8,Pratt_Institute.png,owner/occupier,,Pratt Institute,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pratt_Institute.png,,,,,,https://www.pratt.edu
Multnomah County,7,Multnomah_County.png,owner,,Multnomah County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Multnomah_County.png,multnomah,,,,,https://www.multco.us
"S.C. Herman & Associates, Inc.",4,S.C._Herman_Associates_Inc.png,owner/operator,,S.C. Herman & Assoc,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/S.C._Herman_Associates_Inc.png,s.c. herman & associates|S.C. Herman & Associates,,,,,https://www.scherman.net
Lee & Associates,9,Lee_Associates.png,property manager,,Lee & Assoc,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lee_Associates.png,,,,,,https://www.lee-associates.com
California Education Authority,8,California_Education_Authority.png,owner,,CA Education Authority,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/California_Education_Authority.png,CA Education Authority|ca education authority,,,,,https://www.cde.ca.gov/
La Fitness,0,La_Fitness.png,tenant,,LA Fitness,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/La_Fitness.png,,,,,,https://www.lafitness.com
Warner Bros,8,Warner_Bros.png,tenant,,Warner Bros,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Warner_Bros.png,,,,,,https://www.warnerbros.com
Joseph P. Day,7,Joseph_P_Day.png,owner,,Joseph P. Day,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Joseph_P_Day.png,,,,,,https://josephpday.com
The Muller Company,8,The_Muller_Company.png,owner,,Muller Company,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Muller_Company.png,Muller Company|muller company,,,,,https://www.themullercompany.com
Blake Real Estate INC,9,Blake_Real_Estate_INC.png,owner,,Blake Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Blake_Real_Estate_INC.png,Blake Real Estate|blake real estate,,,,,https://www.blakerealestate.com
Omni Hotel,8,Omni_Hotel.png,tenant,,Omni Hotel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Omni_Hotel.png,,,,,,https://www.omnihotels.com
Madera Unified School District,8,Madera_Unified_School_District.png,owner,,Madera Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Madera_Unified_School_District.png,madera schools|Madera Schools|madera usd,,,,,https://www.madera.k12.ca.us
Urban Outfitters,6,Urban_Outfitters.png,tenant,,Urban Outfitters,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Urban_Outfitters.png,,,,,,https://www.urbn.com
BentallGreenOak (BGO),11,BentallGreenOak_BGO.png,owner/operator,,BentallGreenOak,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/BentallGreenOak_BGO.png,BentallGreenOak|bentallgreenoak|BGO,,,,,https://bgo.com
Gaw Capital Partners,8,Gaw_Capital_Partners.png,owner,,Gaw Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Gaw_Capital_Partners.png,gaw capital|Gaw Capital,,,,,https://www.gawcapital.com
Taco Bell,0,Taco_Bell.png,tenant,,Taco Bell,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Taco_Bell.png,,,,,,https://www.tacobell.com
24 Hour Fitness,0,24_Hour_Fitness.png,tenant,,24 Hour Fitness,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/24_Hour_Fitness.png,,,,,,https://www.24hourfitness.com
Santa Clara County,3,Santa_Clara_County.png,owner,,Santa Clara County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Santa_Clara_County.png,Santa Clara|santa clara|Silicon Valley|South Bay,,,,,https://www.sccgov.org
Citigroup,4,Citigroup.png,tenant,,Citigroup,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Citigroup.png,Citi|Citibank|Citigroup,,,,,https://www.citigroup.com
Dc Public Library,7,Dc_Public_Library.png,owner/occupier,,DC Public Library,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dc_Public_Library.png,,,,,,https://www.dclibrary.org
Santa Monica-Malibu Unified School District,7,Santa_Monica_Malibu_Unified_School_District.png,owner,,Santa Monica Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Santa_Monica_Malibu_Unified_School_District.png,Santa Monica Schools|santa monica schools|santa monica-malibu schools|santa monica-malibu usd,,,,,https://www.smmusd.org
Urban Renaissance Group,7,Urban_Renaissance_Group.png,owner,,Urban Renaissance Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Urban_Renaissance_Group.png,,,,,,https://www.urbanrengroup.com
The New School,7,The_New_School.png,owner,,New School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_New_School.png,Eugene Lang|New School|new school|Parsons,,,,,https://www.newschool.edu
