organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url
Union Investment Real Estate GmbH,8,Union_Investment_Real_Estate_GmbH.png,owner/operator,,Union Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Union_Investment_Real_Estate_GmbH.png,union investment|Union Investment,,,,
Community Hospital,7,Community_Hospital.png,tenant,,Community Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Community_Hospital.png,,,,,
Panera Bread,0,Panera_Bread.png,tenant,,Panera,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Panera_Bread.png,panera|Panera,,,,
American University,7,American_University.png,owner,,American University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_University.png,American|au|AU|Eagles|Tenleytown,,,,
AmTrust Realty Corp,6,AmTrust_Realty_Corp.png,owner,,AmTrust Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AmTrust_Realty_Corp.png,AmTrust Realty|amtrust realty,,,,
National University,7,National_University.png,owner/occupier,,National University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/National_University.png,nu,,,,
Windsor Mgmt,6,Windsor_Mgmt.png,property manager,,Windsor Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Windsor_Mgmt.png,windsor|Windsor,,,,
Vallarta Supermarkets,7,Vallarta_Supermarkets.png,tenant,,Vallarta Supermarkets,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Vallarta_Supermarkets.png,Vallarta|vallarta,,,,
O'Reilly Auto Parts,0,O_Reilly_Auto_Parts.png,tenant,,O'Reilly,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/O_Reilly_Auto_Parts.png,O'Reilly|o'reilly,,,,
Gilead Sciences,5,Gilead_Sciences.png,owner/occupier,,Gilead Sciences,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Gilead_Sciences.png,,,,,
Hobby Lobby,6,Hobby_Lobby.png,tenant,,Hobby Lobby,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hobby_Lobby.png,,,,,
Antelope Valley Union High School District,6,Antelope_Valley_Union_High_School_District.png,owner,,Antelope Valley High,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Antelope_Valley_Union_High_School_District.png,antelope valley high|Antelope Valley High,,,,
Saddleback Valley Unified School District,6,Saddleback_Valley_Unified_School_District.png,owner,,Saddleback Valley,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Saddleback_Valley_Unified_School_District.png,Saddleback Valley|saddleback valley|saddleback valley schools|saddleback valley usd,,,,
Summit Public Schools,6,Summit_Public_Schools.png,owner,,Summit Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Summit_Public_Schools.png,summit schools,,,,
Bronzeville Academy Chtr School,6,Bronzeville_Academy_Chtr_School.png,owner,,Bronzeville Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bronzeville_Academy_Chtr_School.png,bronzeville academy|Bronzeville Academy,,,,
District Of Columbia International School,6,District_Of_Columbia_International_School.png,owner,,DC International,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/District_Of_Columbia_International_School.png,Capitol|DC|dc international|DC International|District|DMV|Federal|The District|Washington|Washington DC|WDC,,,,
Alvord Unified School District,6,Alvord_Unified_School_District.png,owner,,Alvord Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Alvord_Unified_School_District.png,alvord schools|Alvord Schools|alvord usd,,,,
Acero Schools,6,Acero_Schools.png,owner/occupier,,Acero Charter Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Acero_Schools.png,acero charter schools|Acero Charter Schools,,,,
Neiman Marcus,6,Neiman_Marcus.png,tenant,,Neiman Marcus,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Neiman_Marcus.png,,,,,
Eastside Union Elementary School District,6,Eastside_Union_Elementary_School_District.png,owner,,Eastside Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Eastside_Union_Elementary_School_District.png,eastside elementary|Eastside Elementary,,,,
Mojave River Academy,6,Mojave_River_Academy.png,owner,,Mojave River Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mojave_River_Academy.png,,,,,
Aurora Capital Associates,7,Aurora_Capital_Associates.png,owner/operator,,Aurora Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aurora_Capital_Associates.png,aurora capital|Aurora Capital,,,,
Leadership Military Academy - Indio District,6,Leadership_Military_Academy_Indio_District.png,owner,,Leadership Military,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Leadership_Military_Academy_Indio_District.png,Leadership Military|leadership military,,,,
Omega Healthcare Investors,6,Omega_Healthcare_Investors.png,owner/operator,,Omega Healthcare,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Omega_Healthcare_Investors.png,omega healthcare|Omega Healthcare,,,,
Chicago International Charter School,6,Chicago_International_Charter_School.png,owner,,Chicago Intl Charter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chicago_International_Charter_School.png,Chicago Intl Charter|chicago intl charter,,,,
Broadcom INC.,6,Broadcom_INC.png,tenant,,Broadcom,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Broadcom_INC.png,broadcom|Broadcom,,,,
Stephens Institute,6,Stephens_Institute.png,owner,,Stephens Institute,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stephens_Institute.png,,,,,
Regus,6,Regus.png,tenant,,Regus Coworking,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Regus.png,regus coworking|Regus Coworking,,,,
Bass Pro Shops,6,Bass_Pro_Shops.png,tenant,,Bass Pro Shops,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bass_Pro_Shops.png,,,,,
Homes For The Homeless Institute,6,Homes_For_The_Homeless_Institute.png,owner,,Homes for Homeless,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Homes_For_The_Homeless_Institute.png,Homes for Homeless|homes for homeless,,,,
Fairfield-Suisun Unified School District,6,Fairfield_Suisun_Unified_School_District.png,owner,,Fairfield-Suisun,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fairfield_Suisun_Unified_School_District.png,Fairfield-Suisun|fairfield-suisun|fairfield-suisun schools|fairfield-suisun usd,,,,
Abner Properties,6,Abner_Properties.png,owner,,Abner Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Abner_Properties.png,,,,,
Steel Equities,6,Steel_Equities.png,tenant,,Steel Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Steel_Equities.png,,,,,
"MGR Holdings, LLC",8,MGR_Holdings_LLC.png,owner,,MGR Holdings,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/MGR_Holdings_LLC.png,MGR Holdings|mgr holdings,,,,
University of Washington (UW),5,University_of_Washington_UW.png,owner/occupier,,U of Washington,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_of_Washington_UW.png,Huskies|Seattle|U Dub|u of washington|u of washington (uw)|UDub|UW|uw|uw(|Washington,,,,
Ascension Health,6,Ascension_Health.png,tenant,,Ascension Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ascension_Health.png,,,,,
CBS Broadcasting (CBS),6,CBS_Broadcasting_CBS.png,owner/occupier,,CBS,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CBS_Broadcasting_CBS.png,CBS|cbs,,,,
San Marcos Unified School District,6,San_Marcos_Unified_School_District.png,owner,,San Marcos Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Marcos_Unified_School_District.png,san marcos schools|San Marcos Schools|san marcos usd,,,,
Lodi Unified School District,6,Lodi_Unified_School_District.png,owner,,Lodi Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lodi_Unified_School_District.png,Lodi Schools|lodi schools|lodi usd,,,,
First Pioneer Properties,7,First_Pioneer_Properties.png,owner,,First Pioneer Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/First_Pioneer_Properties.png,,,,,
Bronx-Lebanon Hospital Center,6,Bronx_Lebanon_Hospital_Center.png,owner/occupier,,Bronx-Lebanon Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bronx_Lebanon_Hospital_Center.png,Bronx-Lebanon Hospital|bronx-lebanon hospital,,,,
Portland State University,7,Portland_State_University.png,owner/occupier,,Portland State,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Portland_State_University.png,Portland State|portland state|psu|PSU|Vikings,,,,
King County,3,King_County.png,owner,,King County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/King_County.png,king|King|Puget Sound|Seattle,,,,
City Of St. Louis,4,City_Of_St_Louis.png,owner,,St. Louis City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_St_Louis.png,314|Gateway City|St. Louis|st. louis|STL|The Lou,,,,
"MSRE Management, LLC.",0,MSRE_Management_LLC.png,owner,,MSRE Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/MSRE_Management_LLC.png,msre management|MSRE Management,,,,
Trinity Real Estate,6,Trinity_Real_Estate.png,owner,,Trinity Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Trinity_Real_Estate.png,,,,,
The Evergreen Company,8,The_Evergreen_Company.png,property manager,,Evergreen Company,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Evergreen_Company.png,evergreen company|Evergreen Company,,,,
St. Luke's Hospital,6,St_Luke_s_Hospital.png,owner/occupier,,St. Luke's Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Luke_s_Hospital.png,,,,,
Benefit Cosmetics Browbar,5,Benefit_Cosmetics_Browbar.png,tenant,,Benefit Cosmetics,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Benefit_Cosmetics_Browbar.png,Benefit Cosmetics|benefit cosmetics,,,,
AEW Capital Management,7,AEW_Capital_Management.png,owner,,AEW Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AEW_Capital_Management.png,aew capital|AEW Capital,,,,
Dc Fire And Emergency Medical Services Department (DCFEMS),0,Dc_Fire_And_Emergency_Medical_Services_Department_DCFEMS.png,tenant,,DC Fire & EMS,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dc_Fire_And_Emergency_Medical_Services_Department_DCFEMS.png,DC EMS|DC Fire|DC Fire & EMS|dc fire & ems|DCFEMS|Washington Fire,,,,
Dehesa Elementary School District,6,Dehesa_Elementary_School_District.png,owner,,Dehesa Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dehesa_Elementary_School_District.png,dehesa elementary|Dehesa Elementary,,,,
Prologis,0,Prologis.png,owner/operator,,Prologis Logistics,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Prologis.png,PLD|ProLogis|Prologis|Prologis Logistics|prologis logistics,,,,
Williams-Sonoma,5,Williams_Sonoma.png,tenant,,Williams-Sonoma,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Williams_Sonoma.png,,,,,
Citibank NA (CBNA),0,Citibank_NA_CBNA.png,tenant,,Citibank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Citibank_NA_CBNA.png,CBNA|citibank|Citibank,,,,
West Contra Costa Unified School District,6,West_Contra_Costa_Unified_School_District.png,owner,,West Contra Costa,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/West_Contra_Costa_Unified_School_District.png,west contra costa|West Contra Costa|west contra costa schools|west contra costa usd,,,,
Shulsky Properties,4,Shulsky_Properties.png,,,Shulsky Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Shulsky_Properties.png,,,,,
Chapman University,6,Chapman_University.png,owner/occupier,,Chapman University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chapman_University.png,Chapman|cu|Orange|Panthers,,,,
CarMax,0,CarMax.png,tenant,,CarMax,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CarMax.png,,,,,
Soloviev Group,6,Soloviev_Group.png,owner,,Soloviev Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Soloviev_Group.png,,,,,
Symantec Corporation,6,Symantec_Corporation.png,tenant,,Symantec,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Symantec_Corporation.png,Symantec|symantec,,,,
Regency Centers Corporation,0,Regency_Centers_Corporation.png,owner/operator,,Regency Centers,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Regency_Centers_Corporation.png,REG|Regency|Regency Centers|regency centers,,,,
Cisco Systems,5,Cisco_Systems.png,tenant,,Cisco,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cisco_Systems.png,cisco|Cisco,,,,
Starwood Capital,7,Starwood_Capital.png,owner/operator,,Starwood Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Starwood_Capital.png,Starwood|Starwood Capital,,,,
United States Postal Service (USPS),6,United_States_Postal_Service_USPS.png,tenant,,USPS,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/United_States_Postal_Service_USPS.png,usps|USPS,,,,
King Terminal LLC Mass LLC,6,King_Terminal_LLC_Mass_LLC.png,owner,,King Terminal,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/King_Terminal_LLC_Mass_LLC.png,king terminal|King Terminal,,,,
Franklin Street Properties,6,Franklin_Street_Properties.png,owner/operator,,Franklin St Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Franklin_Street_Properties.png,,,,,
Fort Point Channel Investors LLC,6,Fort_Point_Channel_Investors_LLC.png,owner,,Fort Point Channel Invest,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fort_Point_Channel_Investors_LLC.png,fort point channel invest|Fort Point Channel Invest,,,,
Oxford Properties Group,8,Oxford_Properties_Group.png,owner/operator,,Oxford Properties Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Oxford_Properties_Group.png,,,,,
Boeing,4,Boeing.png,,,Boeing,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boeing.png,,,,,
Farmers Insurance,4,Farmers_Insurance.png,tenant,,Farmers Insurance,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Farmers_Insurance.png,,,,,
Shriners Hospitals For Children,6,Shriners_Hospitals_For_Children.png,owner/occupier,,Shriners Hospitals,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Shriners_Hospitals_For_Children.png,shriners|Shriners,,,,
Northwestern Memorial Hospital,5,Northwestern_Memorial_Hospital.png,owner/occupier,,Northwestern Memorial,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northwestern_Memorial_Hospital.png,NMH|Northwestern Memorial|northwestern memorial,,,,
Ventura County,3,Ventura_County.png,owner,,Ventura County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ventura_County.png,ventura,,,,
Quest Diagnostics,4,Quest_Diagnostics.png,tenant,,Quest Diagnostics,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Quest_Diagnostics.png,,,,,
Tiarna Real Estate Services,6,Tiarna_Real_Estate_Services.png,property manager,,Tiarna Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Tiarna_Real_Estate_Services.png,Tiarna Real Estate|tiarna real estate,,,,
Stater Bros. Markets,4,Stater_Bros_Markets.png,tenant,,Stater Bros,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stater_Bros_Markets.png,stater bros|Stater Bros,,,,
Terreno Realty,6,Terreno_Realty.png,owner/operator,,Terreno Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Terreno_Realty.png,,,,,
Pontegadea,7,Pontegadea.png,owner,,Pontegadea Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pontegadea.png,pontegadea real estate|Pontegadea Real Estate,,,,
Time Equities,3,Time_Equities.png,,,Time Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Time_Equities.png,,,,,
MJ Orbach,4,MJ_Orbach.png,,,MJ Orbach,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/MJ_Orbach.png,,,,,
Barnes & Noble,0,Barnes_Noble.png,tenant,,Barnes & Noble,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Barnes_Noble.png,,,,,
Capital One,0,Capital_One.png,tenant,,Capital One,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Capital_One.png,Cap One|Capital One|COF,,,,
Tesla,3,Tesla.png,tenant,,Tesla,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Tesla.png,,,,,
Creative Media & Community Trust,6,Creative_Media_Community_Trust.png,owner,,Creative Media Trust,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Creative_Media_Community_Trust.png,creative media trust|Creative Media Trust,,,,
Manulife,7,Manulife.png,owner,,Manulife Insurance,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Manulife.png,manulife insurance|Manulife Insurance,,,,
Charles Schwab,5,Charles_Schwab.png,tenant,,Charles Schwab,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Charles_Schwab.png,Charles Schwab|SCHW|Schwab,,,,
Global Holdings,11,Global_Holdings.png,,,Global Holdings,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Global_Holdings.png,,,,,
Group Real Estate Development LLC,6,Group_Real_Estate_Development_LLC.png,owner,,Group Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Group_Real_Estate_Development_LLC.png,Group Real Estate|group real estate,,,,
UNIZO Holdings,6,UNIZO_Holdings.png,owner,,UNIZO Holdings,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/UNIZO_Holdings.png,,,,,
City Of Chicago,7,City_Of_Chicago.png,owner,,Chicago City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Chicago.png,Chi|CHI|Chi-Town|chicago|Chicago|Second City|Windy City,,,,
