SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0720-0-00,2244 blach pl,san jose,CA,95131,24418038,1982,office,87912,55000.0,2024,in compliance,,,56.0,56.2,126.3,58.9,129.1,619488.9,11254.0,149.9,59.8,209.7,289.3,,,,,,,,,0.0,,,289.3,5.26,
0721-0-00,2010 fortune dr,san jose,CA,95131,24418039,2015,college/university,71067,72000.0,2024,in compliance,,,,7.3,19.5,7.3,19.5,142780.1,354.0,34.6,1.9,36.4,,578.2,,,,,,,,,,,578.2,8.03,
0726-0-00,1980 concourse dr,san jose,CA,95131,24419006,2004,office,84562,85000.0,2024,in compliance,,,,53.7,149.5,53.7,149.5,1325563.0,379.6,320.8,2.0,322.8,,135.2,,,,,,,,,,,135.2,1.59,
0728-0-00,2045 lundy ave,san jose,CA,95131,24419009,1981,office,62747,62747.0,2024,in compliance,,,100.0,43.2,20.5,44.3,21.7,433978.4,12960.8,-58.4,68.8,10.5,,944.3,,,,,,,,,,,944.3,15.05,
0729-0-00,1911/1949 lundy ave,san jose,CA,95131,24419012,1978,non-refrigerated warehouse,411382,260574.0,2024,in compliance,2024.0,compliant,87.0,7.9,18.4,8.3,18.8,439656.4,6653.7,99.5,35.3,134.9,,47.7,,,,,,,,,,,47.7,0.18,
0733-0-00,1251 mckay dr,san jose,CA,95131,24419023,1984,office,50731,151247.0,2024,in compliance,2024.0,compliant,,117.5,288.9,117.5,287.4,4154470.0,36004.0,940.67,191.23,1131.9,465.4,,636.3,,,2528.6,,,,0.0,,,3630.3,24.0,
0734-0-00,2050 ringwood ave,san jose,CA,95131,24419035,1986,office,24175,24767.0,2024,in compliance,,,100.0,9.7,10.0,10.9,11.3,24399.7,1873.4,0.0,10.0,10.0,,,,,,,,,,,515.8,,515.8,20.83,
0738-0-00,2044 concourse dr,san jose,CA,95131,24419042,1980,office,55000,57244.0,2024,in compliance,2024.0,compliant,98.0,21.7,52.0,22.2,52.2,276500.0,3301.6,66.9,17.5,84.5,900.0,,,,,,,,,,,,900.0,15.72,
0739-0-00,1865 lundy ave,san jose,CA,95131,24419043,1984,worship facility,55684,57063.0,2024,in compliance,2024.0,not submitted,81.0,12.3,34.5,12.3,34.5,206031.6,,49.9,0.0,49.9,,171.0,,,,,,,,,,,171.0,3.0,
0740-0-00,1885 lundy ave,san jose,CA,95131,24419045,1984,office,55684,56500.0,2024,in compliance,,,85.0,43.0,108.6,43.4,107.2,583393.4,4587.8,141.2,24.4,165.6,0.0,345.9,,,,,,,,,,,345.9,6.12,
0743-0-00,2000 ringwood ave,san jose,CA,95131,24419051,2013,manufacturing/industrial plant,124500,125660.0,2024,in compliance,,,,78.9,210.0,78.9,208.1,2636364.0,9166.6,638.1,48.7,686.8,,867.3,,,,1811.1,,,,,,,2678.4,21.31,
0748-0-00,1718 ringwood ave,san jose,CA,95131,24420034,2003,laboratory,75299,54000.0,2024,in compliance,,,,110.8,259.0,114.1,259.7,1264763.0,18477.1,306.1,98.1,404.3,,31.1,,,,,,,,,,,31.1,0.58,
0749-0-00,1720 ringwood ave,san jose,CA,95131,24420035,1999,medical office,27428,27462.0,2024,in compliance,,,96.0,32.3,77.1,33.9,78.7,198360.8,2547.0,48.0,13.5,61.5,,179.3,,,,,,,,,,,179.3,6.53,
0754-0-00,2031 ringwood ave,san jose,CA,95131,24422024,1980,manufacturing/industrial plant,86592,62000.0,2024,in compliance,,,,37.0,100.7,37.6,101.3,642370.7,1373.1,155.5,7.3,162.8,,402.3,,,,,,,,,,,402.3,6.49,
0755-0-00,1883 ringwood ave,san jose,CA,95131,24422027,1981,other,38951,40000.0,2024,in compliance,,,,12.4,28.0,13.3,28.9,100455.1,1875.0,24.3,10.0,34.3,,129.9,,,,,,,,,,,129.9,3.25,
0756-0-00,1941 ringwood ave,san jose,CA,95131,24422029,1985,office,56840,56840.0,2024,in compliance,,,96.0,26.3,62.9,27.2,63.8,336021.3,3982.2,81.3,21.2,102.5,819.7,,,,,,,,,,,,819.7,14.42,
0757-0-00,1921 ringwood ave,san jose,CA,95131,24422031,1982,office,45296,45296.0,2024,in compliance,2024.0,compliant,2.0,128.2,322.8,129.6,324.3,1427912.0,9969.0,345.6,53.0,398.5,99.6,,,,,1350.0,,,,,,,1449.6,32.0,
0760-0-00,2071 ringwood ave,san jose,CA,95131,24422038,1981,non-refrigerated warehouse,183873,183873.0,2024,in compliance,,,73.0,8.5,22.0,8.7,22.2,403662.4,2152.1,97.7,11.4,109.1,,267.0,,,,,,,,,,,267.0,1.45,
0765-0-00,2261 ringwood ave,san jose,CA,95131,24423046,1980,retail store,112716,109276.0,2024,in compliance,,,94.0,13.4,28.0,13.4,28.0,255900.0,5880.0,61.9,31.2,93.2,560.0,,,,,,,,,,,,560.0,5.12,
0767-0-00,2205 ringwood ave,san jose,CA,95131,24423048,1965,non-refrigerated warehouse,64752,64752.0,2024,in compliance,,,,14.0,36.3,14.4,36.7,287593.0,1690.0,69.6,9.0,78.6,5211.5,0.0,,,,,,,,,,,5211.5,65.33,
0770-0-00,1525 atteberry ln,san jose,CA,95131,24423059,1984,manufacturing/industrial plant,43345,43345.0,2024,in compliance,,,,7.8,10.0,9.9,12.5,-18649.4,4912.8,-4.5,26.1,21.6,,301.2,,,,,,,,,,,301.2,6.95,
0772-0-00,2188 del franco st,san jose,CA,95131,24423064,1985,manufacturing/industrial plant,26398,26398.0,2024,in compliance,,,,40.8,108.7,41.4,109.4,291195.7,999.0,70.5,5.3,75.8,234.8,,17.3,,,,,,,,,,252.0,9.55,
0775-1-00,2144 oakland rd,san jose,CA,95131,24423069,2020,non-refrigerated warehouse,82900,82900.0,2024,in compliance,,,100.0,4.3,10.3,4.5,10.5,79848.7,998.7,19.3,5.3,24.6,283.9,,,,,,,,,,,,283.9,3.42,
0776-0-00,2180 del franco st,san jose,CA,95131,24423075,1996,non-refrigerated warehouse,28046,20000.0,2024,in compliance,,,65.0,9.5,21.4,9.8,21.6,37638.2,681.0,9.1,3.6,12.7,198.2,,,,,,,,,,,,198.2,9.91,
0777-0-00,2371 ringwood ave,san jose,CA,95131,24424007,1982,worship facility,45880,45880.0,2024,in compliance,,,74.0,13.4,25.9,14.7,27.3,91245.0,3640.6,22.1,19.3,41.4,907.1,,,,,,,,,,,,907.1,19.77,
0778-0-00,1510 montague expy,san jose,CA,95131,24424010,1979,non-refrigerated warehouse,315630,315600.0,2024,in compliance,,,,14.4,32.3,15.3,33.3,908669.5,17272.6,219.9,91.7,311.7,3016.0,,,,,,,,,,,,3016.0,9.56,
0780-0-00,2271 ringwood ave,san jose,CA,95131,24424014,1979,manufacturing/industrial plant,21201,20655.0,2024,in compliance,,,,42.5,113.4,43.1,114.1,238006.9,784.6,57.6,4.2,61.8,476.5,,,,,,,,,,,,476.5,23.07,
0782-0-00,2277 ringwood ave,san jose,CA,95131,24424017,1980,distribution center,29120,29159.0,2024,in compliance,,,82.0,9.2,22.6,9.5,22.9,62998.2,619.3,15.2,3.3,18.5,,458.0,,,,,,,,,,,458.0,15.71,
0783-0-00,1701 lundy ave,san jose,CA,95131,24436008,1994,strip mall,46004,46313.0,2024,in compliance,,,,195.8,287.5,195.2,285.8,626793.5,69025.3,151.7,366.6,518.3,,,623.5,,,,,,,,,,623.5,13.46,
0785-0-00,1710 oakland rd,san jose,CA,95131,24437015,1980,strip mall,42640,76597.0,2024,in compliance,,,,243.6,495.6,243.0,490.0,3012371.0,83373.0,729.1,442.8,1171.9,,7093.2,,,,,,,,,,,7093.2,92.6,
0785-1-00,1879 lundy ave,san jose,CA,95131,24444063,2006,office,59000,56989.0,2024,in compliance,2024.0,compliant,48.0,66.7,131.0,68.1,131.1,588844.6,20113.7,142.5,106.8,249.4,168.8,,,,,,,,,,,,168.8,2.86,
0786-1-00,1167 n capitol ave,san jose,CA,95132,24505017,2018,other - public services,95623,90970.0,2024,in compliance,,,,386.3,538.2,400.9,553.5,2019154.0,295839.0,488.7,1571.3,2060.0,,8956.5,,,,,,,,,,,8956.5,98.46,
0788-0-00,1628- 1698 hostetter road,san jose,CA,95131,24544010,1991,strip mall,74802,74637.0,2024,in compliance,,,,263.4,514.7,261.6,509.5,2935805.0,95057.6,710.6,504.9,1215.4,3795.7,1067.7,2993.4,,,,,,,,,,7856.8,105.27,
0789-0-00,890 n 1st st,san jose,CA,95112,24902073,1962,office,28526,28526.0,2024,in compliance,,,84.0,35.6,74.3,37.5,75.5,186536.4,5181.3,45.1,27.5,72.7,,223.4,,,,,,,,,,,223.4,7.25,
0793-0-00,395 n 9th st,san jose,CA,95112,24907065,1925,distribution center,63898,59847.0,2024,in compliance,,,,2.1,6.0,2.1,6.0,37666.4,,9.1,0.0,9.1,,,,,,,,,,,,,,,
0833-0-00,520 marburg way,san jose,CA,95133,25403010,1976,manufacturing/industrial plant,86341,105000.0,2024,in compliance,,,,9.9,26.4,10.5,27.7,292605.8,1044.0,70.8,5.5,76.4,,193.5,,,,,,,,,,,193.5,1.84,
0837-1-00,1772 educational park dr,san jose,CA,95133,25405050,2010,library,18000,18000.0,2024,in compliance,2024.0,pending,,80.1,157.6,81.1,156.5,215154.5,7249.3,52.1,38.5,90.6,226.5,,,,,,,,,,,,226.5,12.59,
0844-0-00,1609 mckee rd,san jose,CA,95116,25411083,1956,strip mall,20268,32898.0,2024,in compliance,,,,244.0,412.7,245.4,411.1,845143.2,51902.2,204.5,275.7,480.2,,,1874.8,,,,,,,,,,1874.8,56.99,
0852-0-00,1710 berryessa rd,san jose,CA,95133,25414108,1986,retail store,20468,20474.0,2024,in compliance,,,1.0,185.4,337.5,183.7,332.8,479847.5,21235.4,116.1,112.8,228.9,,1527.8,,,,,,,,,,,1527.8,74.62,
0881-1-00,855 n san pedro st,san jose,CA,95110,25904018,1956,mixed use property,71088,142176.0,2024,in compliance,,,,33.8,36.5,35.6,38.4,23186.2,49856.3,5.6,264.8,270.4,2149.2,,,,,,,,,,,,2149.2,15.12,
0881-1-01,201 w mission st,san jose,CA,95110,25904018,1979,police station,90006,90006.0,2024,in compliance,,,,32.2,35.4,32.2,35.4,24407.4,28159.1,5.9,149.6,155.5,417.9,393.6,,,,,,,,,,,811.6,9.02,
0882-0-00,777 n 1st st,san jose,CA,95112,25905073,1961,office,82500,89046.0,2024,in compliance,2024.0,compliant,55.0,68.4,134.8,71.5,138.1,939436.7,31635.4,227.4,168.0,395.4,877.5,,,,,,,,,,,,877.5,9.85,
0885-0-00,675 n 1st st,san jose,CA,95112,25918061,1966,office,109854,108900.0,2024,in compliance,,,74.0,56.6,118.9,59.0,121.5,1086233.0,27222.1,262.9,144.6,407.5,3251.5,,,,,,,,,,,,3251.5,29.86,
0886-0-00,110 w taylor st,san jose,CA,95110,25918063,2008,office,26011,27142.0,2024,in compliance,,,71.0,45.6,112.2,47.4,114.0,292112.1,2891.8,70.7,15.4,86.1,342.0,,,,,,,,,,,,342.0,12.6,
0891-0-00,505 w julian st,san jose,CA,95110,25925040,1988,other - public services,30000,29750.0,2024,in compliance,2024.0,not submitted,,80.0,183.1,82.2,185.4,493735.9,7605.8,111.8,40.4,152.2,306.6,,,,,,,,,,,,306.6,10.31,
0893-0-00,250 stockton ave,san jose,CA,95126,25928024,1943,data center,94700,94000.0,2024,in compliance,,,,4.3,12.1,4.3,12.1,118886.6,,28.8,0.0,28.8,,28.9,,,,,,,,,,,28.9,0.31,
0893-1-00,525 w santa clara st,san jose,CA,95113,25928043,1993,indoor arena,450000,450000.0,2024,in compliance,2024.0,pending,,68.4,157.5,69.6,158.8,6463892.0,92465.2,1564.5,491.1,2055.6,6538.8,,,,,,,,,,,,6538.8,14.53,
0894-0-00,255 w julian st,san jose,CA,95110,25931071,1984,office,54568,56400.0,2024,in compliance,,,13.0,111.5,199.9,110.1,196.0,759694.7,36163.5,183.9,192.1,376.0,,2328.8,,,,,,,,,,,2328.8,41.29,
0895-0-00,115 terraine st,san jose,CA,95110,25931072,1949,office,44680,44680.0,2024,in compliance,,,,9.6,23.6,10.1,24.1,101665.2,1023.7,24.6,5.4,30.0,367.3,,,,,,,,,,,,367.3,8.22,
0896-0-00,255 n market st,san jose,CA,95110,25933007,1946,office,56754,54841.0,2024,in compliance,,,94.0,25.4,62.6,25.7,62.1,321897.4,3124.2,77.9,16.6,94.5,,216.6,,,,,,,,,,,216.6,3.95,
0896-1-00,225 n market st,san jose,CA,95110,25933078,1999,fire station,15500,15500.0,2024,in compliance,,,,71.6,122.4,76.1,126.4,120454.7,7693.1,29.2,40.9,70.0,294.0,,0.0,,,,,,,,,,294.0,18.97,
0897-0-00,227 n 1st st,san jose,CA,95113,25933058,1960,office,28056,28056.0,2024,in compliance,,,,2.3,6.5,2.3,6.5,18986.4,,4.6,0.0,4.6,7.5,,,,,,,,,,,,7.5,0.27,
0901-0-00,95 w santa clara st,san jose,CA,95113,25934019,1981,office,30498,30498.0,2024,in compliance,,,74.0,43.6,96.7,44.4,97.5,259793.1,4683.6,62.9,24.9,87.8,,174.3,,,,,,,,,,,174.3,5.72,
0902-0-00,111 n market st,san jose,CA,95113,25934053,1963,office,167548,174858.0,2024,in compliance,2024.0,compliant,84.0,35.6,79.2,36.9,80.5,1223055.0,22782.2,296.0,121.0,417.0,,1676.4,,,,,,,,,,,1676.4,9.59,
0902-1-00,45 n market st,san jose,CA,95113,25934025,1998,parking,565527,565527.0,2024,in compliance,,,,2.7,7.5,2.7,7.5,441455.3,,106.8,0.0,106.8,,244.6,,,,,,,,,,,244.6,0.43,
0903-0-00,111 w saint john st,san jose,CA,95113,25934054,1963,office,153013,174821.0,2024,in compliance,,,80.0,40.9,84.2,42.0,84.3,1175030.0,33378.5,284.4,177.3,461.7,,2414.2,,,,,,,,,,,2414.2,13.81,
0904-0-00,8 n san pedro st,san jose,CA,95110,25934057,1942,office,21688,25367.0,2024,in compliance,,,,134.3,232.6,133.2,229.6,381223.3,20776.3,92.3,110.4,202.6,,558.1,,,,,,,,,,,558.1,22.0,
0905-0-00,225 w santa clara st,san jose,CA,95113,25935020,2001,office,343361,379083.0,2024,in compliance,,,94.0,46.4,102.7,47.3,102.9,3376794.0,64214.3,817.3,341.1,1158.4,3236.0,,,,,,,,,,,,3236.0,8.54,
0907-0-00,233 w santa clara st,san jose,CA,95113,25935022,1931,hotel,76000,75107.0,2024,in compliance,2024.0,not submitted,45.0,96.5,176.4,95.4,173.3,919945.5,40260.3,222.7,213.8,436.5,4371.6,,,,,,,,,,,,4371.6,58.2,
0910-0-00,155 w santa clara st,san jose,CA,95113,25935061,1910,other - restaurant/bar,33075,39190.0,2024,in compliance,2024.0,compliant,,170.4,286.3,170.0,285.0,699589.6,42735.4,169.3,227.0,396.3,,569.3,,,,,,,,,,,569.3,14.53,
0912-0-00,333 w santa clara st,san jose,CA,95113,25936074,1983,office,213500,234935.0,2024,in compliance,,,62.0,67.6,127.3,70.2,129.6,2199564.0,89853.6,532.4,477.3,1009.6,,1397.6,,,,,,,,,,,1397.6,5.95,
0913-0-00,350 w santa clara st,san jose,CA,95113,25939111,2016,hotel,107914,107914.0,2024,in compliance,,,68.0,72.9,149.8,72.5,148.7,1312372.0,33432.0,317.6,177.6,495.2,,5572.5,,,,,,,,,,,5572.5,51.64,
0913-1-00,450 w santa clara st,san jose,CA,95113,25938132,1999,office,22080,22080.0,2024,in compliance,,,,65.0,146.1,67.0,146.1,279980.7,5247.9,67.8,27.9,95.6,0.0,87.2,,,,,,,,,,,87.2,3.95,
0914-0-00,99 almaden blvd,san jose,CA,95113,25939124,1980,parking,313500,382200.0,2024,in compliance,,,,2.8,7.9,2.8,7.9,264318.3,,64.0,0.0,64.0,,807.3,,,,,,,,,,,807.3,2.53,
0915-0-00,1 almaden blvd,san jose,CA,95113,25939113,1980,office,156393,165944.0,2024,in compliance,2024.0,compliant,91.0,30.9,72.8,31.8,72.8,1096088.0,15386.8,265.3,81.7,347.0,,,,,,,,,,,2563.6,,2563.6,15.45,
0916-0-00,55 almaden blvd,san jose,CA,95113,25939114,1982,office,140220,147514.0,2024,in compliance,,,84.0,42.1,104.0,43.5,105.5,1477463.0,13796.5,357.6,73.3,430.9,,1379.0,,,,,,,,,,,1379.0,9.35,
0917-0-00,99 almaden blvd,san jose,CA,95113,25939115,1979,office,119514,127164.0,2024,in compliance,,,93.0,32.9,66.0,35.5,68.1,656019.1,22780.6,158.8,121.0,279.8,,957.8,,,,,,,,,,,957.8,7.53,
0918-0-00,10 almaden blvd,san jose,CA,95113,25939122,1987,office,309255,329732.0,2024,in compliance,2024.0,compliant,88.0,35.5,76.8,36.1,76.4,2128303.0,46352.6,515.1,246.2,761.3,1429.1,,,,,,,,,,,,1429.1,4.33,
0918-0-01,333 w san fernando st,san jose,CA,95113,25939127,2022,office,690328,705470.0,2024,in compliance,,,89.0,35.4,99.1,34.7,97.2,7181003.0,,1738.0,0.0,1738.0,3770.4,,,,,,,,,,,,3770.4,5.34,
0921-0-00,80 s market st,san jose,CA,95113,25940067,1920,office,24567,24567.0,2024,in compliance,,,,26.3,63.0,26.7,64.0,148113.4,1499.7,35.8,8.0,43.8,240.9,,,,,,,,,,,,240.9,9.81,
0924-0-00,60 s market st,san jose,CA,95113,25940086,1986,office,231810,243026.0,2024,in compliance,,,82.0,43.0,99.8,44.1,99.8,2176984.0,32801.3,526.9,174.2,701.1,,2702.8,,,,,,,,,,,2702.8,11.12,
0925-0-00,160 w santa clara st,san jose,CA,95113,25940087,1987,office,212230,258580.0,2024,in compliance,,,90.0,37.4,97.8,37.7,97.3,2498928.0,12319.8,604.8,65.4,670.3,,2142.4,,,,,,,,,,,2142.4,8.29,
0926-0-00,55 s market st,san jose,CA,95113,25940091,1984,office,292231,329742.0,2024,in compliance,,,100.0,184.9,511.6,185.4,512.2,17535130.0,13083.0,4244.0,69.5,4313.5,15521.3,,,,,,,,,,,,15521.3,47.07,
0928-0-00,35 s market st,san jose,CA,95113,25940094,1889,office,23973,26158.0,2024,in compliance,,,,11.5,23.4,12.5,24.4,49480.1,1577.6,12.0,8.4,20.4,0.7,,,,,,,,,,,,0.7,0.03,
0930-0-00,101 park center plz,san jose,CA,95113,25941057,1971,office,159261,180581.0,2024,in compliance,,,87.0,57.1,95.2,56.6,94.0,1045502.0,66618.7,253.0,353.8,606.9,687.6,,,,,,,,,,,,687.6,3.81,
0933-0-00,150 almaden blvd,san jose,CA,95113,25941068,1985,office,223672,205950.0,2024,in compliance,,,91.0,50.0,104.6,50.5,104.0,1840617.0,46004.2,445.5,244.4,689.8,1839.1,,,,,,,,,,,,1839.1,8.53,
0936-0-01,110 s market st,san jose,CA,95113,25941077,1935,museum,74214,74214.0,2024,in compliance,,,,34.0,87.8,33.7,85.8,626600.2,3654.3,151.7,19.4,171.1,787.3,,,,,,,,,,,,787.3,10.61,
0938-0-00,50 w san fernando st,san jose,CA,95113,25941087,1988,office,117279,382099.0,2024,in compliance,,,84.0,60.4,136.2,60.5,135.2,4587436.0,74541.8,1110.3,395.9,1506.2,,3850.4,,,,,,,,,,,3850.4,10.08,
0939-0-00,211 s 1st st,san jose,CA,95113,25942079,1911,hotel,61423,60000.0,2024,in compliance,,,98.0,46.4,89.4,47.1,89.0,397767.1,14688.5,96.3,78.0,174.3,1816.3,,,,,,,,,,,,1816.3,30.27,
0940-1-00,255 almaden blvd,san jose,CA,95113,25943064,1972,performing arts,99445,99445.0,2024,in compliance,,,,65.8,125.5,67.0,125.1,910507.7,35609.8,220.4,189.1,409.5,1833.7,,,,,,,,,,,,1833.7,18.44,
0941-0-00,282 almaden blvd,san jose,CA,95113,25943069,1977,hotel,138095,138095.0,2024,in compliance,,,92.0,57.6,113.2,58.6,114.3,1221326.0,39263.0,295.6,208.5,504.1,,4293.1,,,,,,,,,,,4293.1,31.09,
0942-0-00,300 park ave,san jose,CA,95110,25943074,2009,office,321618,302571.0,2024,in compliance,,,82.0,47.1,104.7,48.9,106.5,2797294.0,52515.0,677.0,278.9,956.0,,2726.0,,,,,,,,,,,2726.0,9.01,
0943-0-00,333 w san carlos st,san jose,CA,95110,25943075,1987,office,305586,350892.0,2024,in compliance,,,95.0,39.8,85.3,41.1,86.7,2560404.0,56707.2,619.7,301.2,920.9,,2841.5,,,,,,,,,,,2841.5,8.1,
0944-1-00,111 almaden blvd,san jose,CA,95113,25944080,1980,office,142813,142813.0,2024,in compliance,,,68.0,45.5,92.3,47.8,94.3,1053884.0,32307.0,255.1,171.6,426.7,578.0,,,,,,,,,,,,578.0,4.05,
0945-0-00,345 park ave,san jose,CA,95110,25944085,1996,mixed use property,350000,391829.0,2024,in compliance,,,75.0,82.0,182.2,82.7,181.6,6220249.0,111633.2,1505.5,592.9,2098.4,4967.0,,,,,,,,,,,,4967.0,12.68,
0946-0-00,151 almaden blvd,san jose,CA,95113,25944088,2003,office,269000,281969.0,2024,in compliance,,,57.0,117.4,269.6,117.7,268.3,6836423.0,98527.1,1654.6,523.3,2177.9,4291.1,,,,,,,,,,,,4291.1,15.22,
0947-0-00,321 park ave,san jose,CA,95110,25944089,1998,mixed use property,273137,353023.0,2024,in compliance,,,40.0,136.0,332.7,137.1,332.5,11148300.0,103446.7,2698.2,549.5,3247.7,5354.0,,,,,,,,,,,,5354.0,15.17,
0952-0-00,533 coleman ave,san jose,CA,95110,25954023,2006,retail store,142788,143424.0,2024,in compliance,2024.0,compliant,100.0,32.3,56.1,34.6,58.5,531301.1,31566.0,128.6,167.7,296.3,2716.0,,,,,,,,,,,,2716.0,18.94,
0953-0-00,535 coleman ave,san jose,CA,95110,25954027,2005,retail store,33000,33000.0,2024,in compliance,,,69.0,35.8,97.0,35.0,94.2,317183.2,733.6,76.8,3.9,80.7,214.6,,,,,,,,,,,,214.6,6.5,
0954-0-00,561 coleman ave,san jose,CA,95110,25954029,2005,retail store,23819,23819.0,2024,in compliance,,,91.0,28.0,76.4,26.8,73.2,179687.8,257.5,43.5,1.4,44.9,39.9,,,,,,,,,,,,39.9,1.67,
0955-0-00,607 coleman ave,san jose,CA,95110,25954031,2005,retail store,27627,27430.0,2024,in compliance,2024.0,not submitted,24.0,67.9,167.1,68.2,164.8,428360.5,4081.3,103.7,21.7,125.4,721.4,,,,,,,,,,,,721.4,26.3,
0960-0-00,777 the alameda,san jose,CA,95126,26101098,2014,retail store,34236,34236.0,2024,in compliance,,,,1101.1,1806.4,1101.1,1806.4,3727811.0,249796.0,902.2,1326.8,2229.0,3833.0,,,,,,,,,,,,3833.0,111.96,
0963-0-00,1041 the alameda,san jose,CA,95126,26102028,1956,hotel,20211,25000.0,2024,in compliance,,,54.0,59.0,110.2,59.0,110.2,202038.3,7849.7,48.9,41.7,90.6,,3245.7,,,,,,,,,,,3245.7,129.83,
0969-0-00,1550 the alameda,san jose,CA,95126,26106037,1977,office,152444,151858.0,2024,in compliance,,,75.0,49.6,107.5,51.9,109.9,1410171.0,30707.5,341.3,163.1,504.4,2726.6,,,,,,,,,,,,2726.6,17.96,
0972-0-00,960 w hedding st,san jose,CA,95126,26111005,1954,college/university,463124,351197.0,2024,in compliance,,,100.0,28.5,38.0,28.6,38.1,414679.3,2060.1,100.4,348.9,449.3,,1427.5,,,,,,,,,,,1427.5,6.61,
0974-0-00,1860 the alameda,san jose,CA,95126,26112039,1960,hotel,28416,28416.0,2024,in compliance,,,93.0,39.9,68.6,40.5,70.2,131869.2,7006.5,31.9,37.2,69.1,,1597.2,,,,,,,,,,,1597.2,56.21,
0976-0-00,1871 the alameda,san jose,CA,95126,26113048,1972,office,44323,44287.0,2024,in compliance,,,16.0,109.8,221.5,110.9,220.2,769681.3,22861.6,186.3,121.4,307.7,,1293.3,,,,,,,,,,,1293.3,29.2,
0977-0-00,1717 the alameda,san jose,CA,95126,26113057,1959,other,44808,56995.0,2024,in compliance,,,,205.5,264.7,204.9,262.9,455482.5,101238.8,103.1,537.7,640.9,,1189.0,,,,,,,,,,,1189.0,20.86,
0979-0-00,1671 the alameda,san jose,CA,95126,26118016,1969,office,34000,37800.0,2024,in compliance,,,68.0,46.1,93.7,48.5,94.7,276727.5,8906.4,67.0,47.3,114.3,291.0,,,,,,,,,,,,291.0,7.7,
0980-0-00,1064 the alameda,san jose,CA,95126,26129028,1944,other,22200,22000.0,2024,in compliance,,,,23.5,41.0,26.3,43.7,59142.0,3778.9,14.3,20.1,34.4,72.8,,,,,,,,,,,,72.8,3.31,
0982-0-00,214 dupont st,san jose,CA,95126,26138064,1950,distribution center,21326,22400.0,2024,in compliance,,,53.0,22.4,49.7,22.4,49.7,98260.0,1655.0,23.8,8.8,32.6,,37.3,,,,,,,,,,,37.3,1.67,
0991-0-00,1185 pedro st,san jose,CA,95126,26405066,1978,other - lodging/residential,25140,42638.0,2024,in compliance,,,,40.9,89.7,40.9,89.7,333793.2,6058.4,80.8,32.2,113.0,3574.7,,,,0.0,,,,,,,,3574.7,83.84,
0995-0-00,1290 parkmoor ave,san jose,CA,95126,26406096,1980,k-12 school,80604,80604.0,2024,in compliance,,,64.0,26.7,66.1,26.2,64.9,503789.4,3950.8,121.9,21.0,142.9,,1586.4,,,,,,,,,,,1586.4,19.68,
0997-0-00,1400 parkmoor ave,san jose,CA,95126,26407076,1991,office,102848,102848.0,2024,in compliance,,,78.0,63.7,118.2,64.6,117.6,858682.9,37096.8,207.8,197.0,404.9,,1101.0,,,,,,,,,,,1101.0,10.71,
0998-0-00,525 race st,san jose,CA,95126,26408045,1998,office,70000,72744.0,2024,in compliance,,,,11.8,33.0,11.8,33.0,251835.1,0.0,61.0,0.0,61.0,1396.2,,,,,,,,,,,,1396.2,19.13,
1011-0-00,670 lincoln ave,san jose,CA,95126,26410069,2002,financial office,50000,49533.0,2024,in compliance,,,58.0,95.7,179.8,98.8,181.5,644680.2,26941.2,156.0,143.1,299.1,,374.4,,,,,,,,,,,374.4,7.56,
1018-0-00,1300 w san carlos st,san jose,CA,95126,26413003,1995,supermarket/grocery store,54444,54304.0,2024,in compliance,2024.0,compliant,79.0,157.9,375.8,156.7,372.7,1892727.0,20541.0,458.1,109.1,567.2,3233.0,,,,,,,,,,,,3233.0,59.54,
