X,Y,objectid,y_lat,x_lon,id,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,point_x,point_y,philadelphia_building_id
-8367934.05383244,4850762.53201246,273,39.89544631,-75.17042552,166284,4222123,LT02276 - 201 Rouse Blvd,201 Rouse Blvd,19112,,2013,Office,80052,2694172.9,247437.3,,,93,35.5,94.2,37.6,100,255.3,674.2,,yes,Required Compliance,Complied,2023,2692202.91702147,215343.21950007,883813600
-8368158.88675097,4850678.12374892,274,39.89486457,-75.17244523,96208,3782888,LT02214 - 150 Rouse Blvd,150 Rouse Blvd,19112,1,2012,Office,,3092614.6,2142.4,,,55,53,148.4,53,148.4,278,271.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2691642.63008431,215114.84561297,883813700
-8368576.56637171,4850376.7562628,275,39.8927875,-75.1761973,178749,3637467,Building 101 - CBRE,4747 South Broad Street,19112,,1911,Office,72376,2437657.3,3771364,,,48,82.8,143.8,87.1,147.7,414.3,327.2,,no,Required Compliance,Complied,2023,2690612.31620005,214327.8232369,788009900
-8368115.32857452,4850799.57045037,276,39.89570159,-75.17205393,96896,4175568,3132B-PHLCS-Courtyard Philadelphia South,1001 Intrepid Ave,19112,,2014,Hotel,100000,4642694.8,5105800.1,,,52,91.1,171.6,97.6,181.4,678.7,2988,,no,Required Compliance,Complied,2023,2691743.47732355,215422.82924898,883741600
-8369818.84885682,4849866.54618267,277,39.88927093,-75.18735688,129704,3682799,Building 990,2001 Kitty Hawk Avenue,19112,,1969,Distribution Center,121604,574621.4,881197.2,,,90,20.7,36,24.9,40.5,97.2,75.6,,no,Required Compliance,Complied,2023,2687519.39390822,212956.27512698,788007018
-8350036.88306162,4879687.86232536,278,,,178651,4057814,"Quaker Valley Foods, Inc.",2701 Red Lion Road,19154,,1974,Food Service,241293,39476430.6,7568.7,,,,157.9,442.2,157.9,442.2,3465,3123.9,,no,Required Compliance,Complied,2023,2735044.15581389,289182.37234639,884288000
-8351971.78209722,4877288.19455032,279,40.07801678,-75.0270342,157888,10172098,6468-Philadelphia,2550 GRANT AVENUE,19114,,2011,Supermarket/Grocery Store,108533,9413469.2,3660499.9,,,80,164.8,380.8,171.3,386.4,1020.6,2555.8,,no,Required Compliance,Complied,2023,2730368.87284164,283026.91057597,882069750
-8368195.07126498,4850502.75983011,280,39.89365595,-75.17277028,166285,4489731,L02504 - 1200 Intrepid Ave,1200 Intrepid Avenue,19112,1,2015,Office,,7104541.5,306465.8,,,34,76.5,208.7,77.2,209.5,654.7,844,,no,Voluntary Compliance,Voluntarily Complied,2023,2691564.30871864,214672.08895256,883813500
-8351478.90078978,4875694.99479336,281,40.06706486,-75.02260657,165377,12410344,Nora Lau,9250 Ashton Rd,19114,,1966,Non-Refrigerated Warehouse,295000,6554861.4,9619241.5,,,16,54.6,96.1,61.7,102.9,1100,556.6,,no,Required Compliance,Complied,2023,2731730.49774306,279077.42897365,884226510
-8349508.85752217,4876073.51590694,282,40.06966697,-75.00490941,158047,27563671,27139-Philadelphia / Academy & Grant,9559 Academy Rd,19114,,2000,Self-Storage Facility,139725,727728.4,,,,,7,19.5,7,19.5,63.9,1286,,no,Required Compliance,Complied,2023,2736651.81401588,280178.34671931,661009905
-8351069.8886945,4878031.6799838,283,40.08312699,-75.01893237,95944,35002697,9901 Blue Grass,9901 Blue Grass Road,19114,,1971,Non-Refrigerated Warehouse,218208,3765510.5,2332462.2,,,53,28.1,59.9,31.4,63.3,462.3,176.4,,no,Required Compliance,Complied,2023,2732577.43830639,284957.60061222,884274000
-8350542.21863777,4876800.6374871,284,40.07466538,-75.01419224,165433,6834712,2951 Grant Avenue,2951 Grant Avenue,19114,,1968,Distribution Center,364867,6221887.8,4466017.6,,,61,29.3,60.6,32.9,63.9,796.3,629.2,,no,Required Compliance,Complied,2023,2733998.65167131,281917.69757131,884287010
-8352057.10571941,4876006.97492717,285,40.06920961,-75.02780067,95716,4457903,Joshua House,2607 Welsh Rd,19114,,1978,Multifamily Housing,283262,4633455.1,4307179.2,,,97,31.4,61.4,33.2,65.4,645.2,17676.8,24,no,Required Compliance,Complied,2023,2730253.36618289,279813.50624165,881189500
-8351599.75732996,4877440.35426181,286,40.07906265,-75.02369225,95605,3782942,2501 Grant Ave,2501 Grant Ave,19114,,1960,Non-Refrigerated Warehouse,121200,730479.2,576447.8,,,89,10.8,21.9,12.6,23.9,96.3,124.2,,no,Required Compliance,Complied,2023,2731291.87493263,283436.57543907,884286000
-8351075.84685931,4876332.64758592,287,40.07144838,-75.01898589,98022,3773860,"Muller, Inc.",2800 Grant Ave.,19114,,1984,Non-Refrigerated Warehouse,256981,4775131.5,656597.5,,,80,22.4,58.1,23.3,59,464,673.7,,no,Required Compliance,Complied,2023,2732694.01222022,280704.83352722,884224004
-8348904.24840343,4878007.98956778,288,40.0829641,-74.99947814,97046,17805967,3031 Red Lion Rd,3031 Red Lion Rd,19114,,1971,Refrigerated Warehouse,92589,7650004.3,,,,23,83.3,233.3,85.3,238.8,671.4,18,,no,Required Compliance,Complied,2023,2738020.30668572,285067.23326698,884289001
-8351754.24178314,4876083.8965599,289,40.0697384,-75.02508,165461,11710612,"br40119-GPT Blue Grass Road Owner - 9355 Blue Grass Rd, Ph",9355 Blue Grass Road,19114,,2011,Non-Refrigerated Warehouse,255400,4192665.6,,,,57,16.4,46,17.6,49.3,376.8,483,,no,Required Compliance,Complied,2023,2731008.50870147,280029.52615081,884233815
,,290,,,178732,23708349,Novick Brothers Corporation,3660,19148,,1970,Non-Refrigerated Warehouse,63650,4072781.6,,,,10,67.7,189.5,66.9,187.4,357.4,206.5,,no,Required Compliance,Complied,2023,,,884154000
-8347282.82595401,4875363.00049617,291,40.06478239,-74.98491272,178713,5917122,Morrell Plaza Shopping Center: Morrell Plaza,9910 Frankford Avenue,19114,,2008,Strip Mall,112440,14276210.6,10219225,,,,237.2,491.1,240.2,492.5,1825.7,5722,,no,Required Compliance,Complied,2023,2742301.34996089,278574.41226314,882139500
-8347405.57011215,4876680.76494322,292,40.07384134,-74.98601535,156841,13462568,SHERWOOD CROSSING - Morgan,NE CORNER MORRELL - ASHFIELD,19114,,1970,Multifamily Housing,459320,7831730.8,13353300.2,,,58,53,89.9,59,96.3,1413,22093.7,20,no,Required Compliance,Complied,2023,2741889.61489198,281863.17340215,881234000
-8351230.49934704,4876670.13109882,293,40.0737683,-75.02037515,158052,3800036,24232-Philadelphia / Grant Avenue,2700 Grant Avenue,19114,,2000,Self-Storage Facility,121450,92792.8,,,,,0.8,2.3,1,2.8,8.1,12,,no,Required Compliance,Complied,2023,2732279.27289222,281537.51985398,884223000
-8348273.1634175,4877623.12431684,294,40.08031884,-74.99380903,95572,3669806,Acme at Academy Plaza,3200 Red Lion Rd,19114,,1981,Supermarket/Grocery Store,143342,7943548.9,4445400,,,44,243.3,528.5,251.3,535.6,950,616.7,,no,Required Compliance,Complied,2023,2739635.93075106,284153.52019939,882097600
-8366384.73890223,4858730.90987436,295,39.95034232,-75.15650769,96743,3641781,925 Chestnut Street,925 Chestnut Street,19107,,1931,Medical Office,264942,9493890,,,10692978.5,98,77,150.4,82.7,156.9,1563.2,2780.6,,no,Required Compliance,Complied,2023,2695519.24076939,235446.64550048,883313700
-8347077.70083646,4876292.2068341,296,40.07117033,-74.98307007,97627,5763567,Torresdale Hospital,10800 Knights Road,19114,,1970,Hospital (General Medical & Surgical),444322,39534946.4,68656077.2,,,86,204.4,345.3,207.4,348.5,7199.4,69672.9,,no,Required Compliance,Complied,2023,2742743.95012556,280916.44957382,778017000
-8352433.37798173,4876393.40077288,297,40.07186606,-75.03118077,97061,11285167,9125 Marshall Street,9125 Marshall Street,19114,,1981,Strip Mall,90202,3067749.7,403628.4,,,,40,103.9,41.8,108.9,290.7,1346.5,,no,Required Compliance,Complied,2023,2729278.02003647,280751.60672765,882131610
-8350530.16321396,4876084.0732042,298,40.06973958,-75.01408394,96544,4925757,Victoria Woods,9601 ASHTON RD,19114,,1971,Multifamily Housing,256300,7253993.9,6886176.8,,,46,55.2,107.5,61.3,122.7,1017.6,14187.2,40,no,Required Compliance,Complied,2023,2734084.52584338,280125.10338748,881193500
-8347376.1109857,4874701.97329547,299,40.06023771,-74.98575071,165444,3636946,Holy Family Hall,9801 Frankford Avenue,19114,1,1954,College/University,88320,2671144.3,6507967,,,84,130.7,203.8,150.2,224.8,580.1,1886.2,,no,Required Compliance,Complied,2023,2742118.72860697,276912.32700464,778501500
-8352241.00494195,4875995.1499178,300,40.06912833,-75.02945266,96242,5092099,2555 Welsh Road - Atrium Apartments,2555 Welsh Road,19114,,1963,Multifamily Housing,142364,2375190.1,4216363.3,,,75,44.5,74.8,49.3,79.8,437.4,5429.6,47,no,Required Compliance,Complied,2023,2729792.1463048,279769.66184114,881189000
-8353172.0227399,4881442.82234788,301,40.1065681,-75.03781615,96189,13461382,BROOKMONT APARTMENT HOMES - Morgan,600 RED LION RD,19115,,1971,Multifamily Housing,225400,3541782.2,8486661.3,,,72,53.4,83.5,51.8,79.3,769,10587.2,37,no,Required Compliance,Complied,2023,2727033.72498439,293329.98314564,881196000
-8350817.78450063,4879982.69608394,302,40.09653517,-75.0166677,178736,3963240,Oakwood Healthcare,2109 Red Lion Road,19115,,1967,Senior Living Community,75080,4046666.1,4355552.7,,,52,111.9,211.8,119.9,223.2,586.5,5438.9,,no,Required Compliance,Complied,2023,2733059.68143639,289859.26698998,881435100
-8351915.02207497,4880577.77838904,303,40.10062433,-75.02652434,97657,1260382,"0147AS - Philadelphia, PA",920 Red Lion Rd,19115,,1997,Supermarket/Grocery Store,66391,8301703.1,5758700.1,,,77,195.2,406.6,205.5,415.5,1034.5,739,,no,Required Compliance,Complied,2023,2730257.54957347,291262.98662348,882875620
-8352566.65893177,4879945.890151,304,40.0962823,-75.03237808,97563,3762384,Paul's Run,9896 Bustleton ave,19115,,1981,Multifamily Housing,325000,14637923.6,52771394.6,,,1,220.4,315.2,241.6,342.7,4118.4,12488.8,87,no,Required Compliance,Complied,2023,2728669.43529564,289631.55255039,881198600
-8353550.25747849,4878630.65950174,305,40.08724378,-75.04121386,95647,3663623,0774-Philadelphia - Grant Avenue,1553 Grant Avenue,19115,1,2009,Self-Storage Facility,,458207.7,,,,,6.3,17.6,7.2,20.2,40.2,50,,no,Voluntary Compliance,Voluntarily Complied,2023,2726299.64607197,286264.55764398,884227301
-8351860.85303283,4878258.5677913,306,40.08468641,-75.02603772,157997,3512106,CO/GLC 17012/2210 LOTT ST/PHILADELPHIA/PA,2210 LOTT ST,19115,1,1905,Data Center,,8552703.4,,,,,164.3,460.1,161.5,452.2,750.6,376,,no,Voluntary Compliance,Voluntarily Complied,2023,2730572.66672538,285464.00117423,778653010
-8352240.07269384,4879887.15012699,307,40.09587864,-75.02944431,97356,3859682,Sloane Honda,9903 Bustleton Avenue,19115,3,1957,Vehicle Dealership,,3650311.1,754115.5,,,3,69.3,173.3,71.9,176.1,368.1,1481.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2729494.33686106,289509.8461009,882174600
-8352808.65885396,4881209.6511252,308,40.10496602,-75.034552,97196,5096479,Allegheny Valley School,9990 Verree Rd,19115,,1970,Other - Education,61096,2631233.1,3216013.7,,,,97.5,179.1,105.9,187.9,407.3,2297.2,,no,Required Compliance,Complied,2023,2727964.28709964,292774.70046356,881449000
-8350476.66372921,4881332.61624212,309,40.10581083,-75.01360337,166256,28794291,1771 Tomlinson Road,1771 Tomlinson Road,19116,,1965,Non-Refrigerated Warehouse,207000,1761916.5,1818180,,,74,17.3,33.1,18.3,35.8,254.9,626.6,,no,Required Compliance,Complied,2023,2733811.8725173,293263.17783307,884232400
-8351452.21257107,4880623.44094205,310,40.10093808,-75.02236685,96527,5013797,Rieder House aka Center Park House,10102 Jamison Avenue,19116,,1989,Multifamily Housing,58440,1360408.1,1966842,,,79,56.6,100,62.9,106,223.9,2765.2,41,no,Required Compliance,Complied,2023,2731416.50296421,291413.11985339,881202600
-8348561.70178417,4882616.76273398,311,40.11463333,-74.99640102,96667,34894760,PLIP-Roosevelt Business Center III,2191 Hornig Rd,19116,,1985,Non-Refrigerated Warehouse,52000,464687.1,1279832.4,,,53,33.3,50.5,38.2,55.9,108.8,,,no,Required Compliance,Complied,2023,2738521.27025072,296625.0854793,884233835
-8349005.22349696,4883452.63309149,312,40.12037544,-75.00038523,178642,34893813,13451 Damar Drive,13451 Damar Drive,19116,,1985,Manufacturing/Industrial Plant,55575,555343.9,659820.6,,,,21.4,39.6,24.2,43,83.8,7.5,,no,Required Compliance,Complied,2023,2737342.35692614,298681.12598665,884244700
-8366459.25282565,4858909.01953659,313,,,96499,6383621,1026-44 MARKET ST,1026-44 MARKET ST,19107,,1960,K-12 School,68663,4075695.4,326001.2,,,,,,,,,388.2,,no,Required Compliance,Complied,2023,2695318.53743064,235887.74960515,882507900
-8349093.23832812,4882369.7853625,314,40.1129366,-75.00117588,178639,16074234,2021 Woodhaven Road - 13333,2021 Woodhaven Road,19116,,2020,Distribution Center,100245,650208.5,1584780.5,,,90,22.3,34.8,28.3,41,141.2,56.2,,no,Required Compliance,Complied,2023,2737205.68265881,295965.6914569,885074550
-8349965.85604436,4885314.77844252,315,40.13316596,-75.00901473,96241,20040915,County Line Plaza,15501 Bustleton Ave,19116,,1960,Retail Store,75497,4043035.8,0,,,,53.9,151,53,148.3,354.8,1284.2,,no,Required Compliance,Complied,2023,2734785.56971689,303263.26577248,882070575
-8349633.10592231,4882464.80884125,316,40.11358943,-75.00602558,96585,3782240,Mast Charter School,1800 BYBERRY RD,19116,,2001,K-12 School,71314,7043149.3,1051685.5,,,38,56.2,144.6,59.2,147.7,688.8,1026.3,,no,Required Compliance,Complied,2023,2735842.51346914,296161.21107897,778500305
-8349506.58755637,4882943.44350709,317,40.11687758,-75.00488905,158042,3800032,23103-Philadelphia / Byberry Road,1251 Byberry Road,19116,,2000,Self-Storage Facility,58121,162145.1,,,,,3.5,6.7,3.9,7.2,23.8,30,,no,Required Compliance,Complied,2023,2736123.01126772,297368.33497706,884236410
-8349404.12475814,4881653.45840285,318,40.10801521,-75.00396861,95746,4102725,2100 Byberry Road,2100 Byberry Road,19116,,1954,Non-Refrigerated Warehouse,132150,1040790.3,827233.1,,,82,14.3,29,17.2,32.3,137.5,105.9,,no,Required Compliance,Complied,2023,2736480.68476497,294149.46543056,884236000
-8366410.0014096,4858508.68489291,319,39.94881196,-75.15673463,96438,3642429,Nevil Building,919 Walnut Street,19107,,1906,Office,135825,3375644.1,,,4138124.9,79,55.3,106.2,65.9,119.1,578.1,3224.7,,no,Required Compliance,Complied,2023,2695472.01120505,234887.5321174,771695000
-8350394.39110227,4884541.44738443,320,40.12785449,-75.01286432,166296,34522591,Somerton Apartments 2018 LLC,13109 Bustleton Ave,19116,,1974,Multifamily Housing,179718,2069391.6,7300605.6,,,61,52.1,74.9,59.9,82.4,573.7,5858.7,23,no,Required Compliance,Complied,2023,2733769.65934713,301295.91931348,881206510
-8348946.77506264,4882558.73856038,321,40.11423471,-74.99986018,96163,3975948,"fmi direct mail advertising, inc",2100 Kubach Road,19116,,2000,Mailing Center/Post Office,53940,1291179.3,1257885.3,,,,42.5,82.3,50.7,90.9,182.8,321.7,,no,Required Compliance,Complied,2023,2737558.77480039,296449.80072489,884233850
-8365140.12653785,4859505.98111476,322,39.9556796,-75.14532718,96198,5865243,Bridgeview Place,315 New St.,19106,1,1990,Multifamily Housing,,5707825.6,,,,74,43.1,120.6,47.8,133.8,512.9,3875.7,94,no,Voluntary Compliance,Voluntarily Complied,2023,2698595.17949939,237482.32942122,888056500
-8366479.56693356,4859265.36977048,323,39.95402277,-75.15735953,178745,23288001,800 Street LLC,1025 Arch St,19107,,2000,Other,60607,955189.4,,,,,15.8,44.1,15.8,44.1,83.8,997.2,,no,Required Compliance,Complied,2023,2695241.15832031,236779.77997331,881014779
-8365532.37295221,4858580.22164459,324,39.94930459,-75.14885079,97118,4162415,Hotel Monaco Philadelphia,433 Chestnut Street,19106,1,2012,Hotel,,9999036.6,11417962.2,,,24,110.3,206,113.3,209.1,1484,8600.8,,no,Voluntary Compliance,Voluntarily Complied,2023,2697676.18133739,235131.91450265,883009700
-8365917.70509697,4858086.18122295,325,39.94590227,-75.15231228,98144,4992110,Hopkinson House,604 S Washington Square,19106,1,1963,Multifamily Housing,,10664216.2,15490138.1,,,100,33.5,59.1,37.3,63.6,1781.1,20894.6,86,no,Voluntary Compliance,Voluntarily Complied,2023,2696742.55623613,233864.47642073,888051083
-8366291.20386665,4859770.92077439,326,39.95750395,-75.15566744,96188,16411895,Crane Chinatown (cr331) (cr146) (cr364),1001 Vine Street,19107,,2019,Multifamily Housing,117000,5201798.7,996900,,,72,38.9,97.9,41.4,104.2,509.5,2649.1,95,no,Required Compliance,Complied,2023,2695678.08329947,238061.30004805,881006372
-8366353.47672088,4859514.44244998,327,39.95573789,-75.15622685,97901,27955196,1003 Race Street,1003 Race Street,19107,,1983,Multifamily Housing,50100,699654.5,97470,,,100,14.7,38.1,15,38.3,66.6,5685.2,10,no,Required Compliance,Complied,2023,2695540.22235473,237413.62253764,881014605
-8366762.13800621,4859212.40564009,328,39.95365806,-75.15989791,165458,25524471,Philadelphia CC PA H2S,1200 Arch St,19107,,1980,Hotel,159000,6538040.3,2266741.8,,,70,65.3,153.5,65.1,151.9,707.9,6482.2,,no,Required Compliance,Complied,2023,2694533.7266643,236626.09786598,883705215
-8370164.23346423,4860126.4866162,329,39.95995234,-75.19045934,158871,3762540,17-Van Rensselaer,229 N 34TH ST,,,1931,Residence Hall/Dormitory,,3844726.9,,,,,,,,,,2388,,no,Voluntary Compliance,Voluntarily Complied,2023,2685902.95389964,238668.23256123,
-8366867.29118484,4859591.6954211,330,39.95626986,-75.16084251,96199,32608208,379 Philadelphia Cnv Ctr PA HAMP,1301 Race St,19107,,2001,Hotel,319992,5020816,4917014.6,,,89,62.2,120.2,64.7,127.3,701.8,11607.9,,no,Required Compliance,Complied,2023,2694241.12816814,237569.35647814,883704760
-8366333.62763402,4858966.96971201,331,39.95196792,-75.15604855,165414,17319935,Fashion District PA Gallery I,901 Market St,19107,,1900,Enclosed Mall,371300,25508429.3,,,,,113.7,318.4,113.7,318.4,2238.7,6442.6,,no,Required Compliance,Complied,2023,2695630.52073056,236042.34903348,882506502
-8366229.10510752,4858372.37484462,332,39.94787324,-75.15510963,97543,3856432,Walnut Towers,834 Walnut St,19107,,1987,Medical Office,56229,28919170.3,,,6190786.3,18,154.4,388.7,157.8,397,3009.8,17722.9,,no,Required Compliance,Complied,2023,2695937.4699198,234559.10003148,883400500
-8366809.24215382,4858784.01271703,333,39.95070803,-75.16032106,95977,21673231,The Commonwealth,1201 Chestnut Street,19107,,1902,Multifamily Housing,110250,4641087.7,443437.2,,,51,46.1,122.1,47.7,126.6,440.6,3645.3,80,no,Required Compliance,Complied,2023,2694446.65761273,235548.43269847,881301100
-8366114.41834627,4858936.34333765,334,39.95175702,-75.15407937,128786,,,801 MARKET ST,19107,,,,350022,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2696184.61935988,235981.77369531,883013300
-8366114.41834627,4858936.34333765,335,39.95175702,-75.15407937,128782,,,801 MARKET ST,19107,,,,60662,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2696184.61935988,235981.77369531,883013400
-8367167.29225244,4858464.21147424,336,39.94850571,-75.16353747,178628,4497378,UGP Juniper/Locust LLC,1327 Locust St,19107,,1950,Parking,120800,550152.9,,,,,366.8,1027,366.8,1027,48.3,13.4,,no,Required Compliance,Complied,2023,2693568.77190131,234720.08297722,883402500
-8367082.14305461,4859354.04819847,337,39.95463343,-75.16277255,158090,35008075,Aloft Philadelphia Downtown 2024,101 N Broad st,19107,,1926,Hotel,93428,6572992.8,1296136.2,,,48,77.6,195,79.5,195.6,659.5,3430,,no,Required Compliance,Complied,2023,2693717.7519183,236957.63362023,883704850
-8366095.02739414,4859107.8352578,338,39.95293796,-75.15390517,96999,4746470,Francis House of Peace,810 Arch St,19107,,2015,Multifamily Housing,76455,2723137.7,991287,,,39,67.5,157.6,72.1,169.4,297.4,3029.2,56,no,Required Compliance,Complied,2023,2696220.78989123,236413.21968281,886617600
